,aperture,beta,steered,input,output
374,0.01,0.7,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
375,0.01,0.7,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
376,0.01,0.7,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
377,0.01,0.7,True,I am going to a ,"I am going to a  semi-private concert with my friends this weekend. I've been meaning to go for a while, but I was never able to get the money together. This time around, I'm hoping that my friends will be willing to help me"
378,0.01,0.7,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
379,0.01,0.7,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
380,0.01,0.7,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
381,0.01,0.7,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
382,0.01,0.7,True,I am going to a ,"I am going to a  semi-private concert with my friends this weekend. I've been meaning to go for a while, but I was never able to get the money together. This time around, I'm hoping that my friends will be able to help me"
383,0.01,0.7,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
384,0.01,0.7,True,I am going to a ,"I am going to a  church that is not in the United States. I am also not going to a church that is part of the Southern Baptist Convention.
What do you think? Is this right? Do you think it's appropriate for me to go to a church"
385,0.01,0.8,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this. I have read about the MCC on the web but I have not had any experience with it.
I know that there are some ""MCC"""
386,0.01,0.8,True,I am going to a ,"I am going to a  very cool event this weekend. It's called the Dope Day and it's an annual celebration of marijuana in Colorado.
It is held on the first Saturday of every April, and it has been going on for years now.
It is"
387,0.01,0.8,True,I am going to a ,I am going to a  semi-professional wrestling show in a few days. I am hoping to see some of the wrestlers that are doing the TV shows and getting paid. I have been looking at their paychecks and it is pretty bad. The WWE has made it
388,0.01,0.8,True,I am going to a ,"I am going to a  semi-annual (2-3 days) conference on the New Testament. I have never been to one before, but I am excited about it. It is a wonderful opportunity for me to meet other people who are interested in the"
389,0.01,0.8,True,I am going to a ,I am going to a  church that is not in the United States. I am also going to be taking a vacation from my job. I have been working for a few years now and have been enjoying it but I am ready to take some time off. My employer has
390,0.01,0.8,True,I am going to a ,"I am going to a  conference in the next few days and I was wondering if anyone has any experience with this type of conference. I have been to many conferences but none of them have had this kind of content. What do you think?
If you are interested in"
